Date,CampaignID,CampaignName,Platform,TargetAudience,Impressions,Clicks,Leads,Applications,Enrollments,Cost (₹),Revenue (₹),Region,CTR (%),Lead Conversion Rate (%),Application Conversion Rate (%),Enrollment Conversion Rate (%),ROI (%),Cost per Lead (₹),Cost per Enrollment (₹)
2025-06-19,AD002,MBA Admission,Facebook,21–35 Age,169807,5900,1002,543,271,167493.6,1293759.11,West India,3.47,16.98,54.19,49.91,672.42,167.16,618.06
2025-06-20,AD002,MBA Admission,Facebook,21–35 Age,51060,2259,559,276,121,41121.18,556625.17,Pan India,4.42,24.75,49.37,43.84,1253.62,73.56,339.84
2025-06-21,AD002,MBA Admission,Facebook,21–35 Age,299910,23654,5219,2461,1471,147276.92,7040894.91,East India,7.89,22.06,47.15,59.77,4680.72,28.22,100.12
2025-06-22,AD002,MBA Admission,Facebook,21–35 Age,118757,6909,1251,711,363,97100.84,2733839.18,East India,5.82,18.11,56.83,51.05,2715.46,77.62,267.5
2025-06-23,AD002,MBA Admission,Facebook,21–35 Age,215965,16744,3264,1645,772,138966.8,3706914.65,Pan India,7.75,19.49,50.4,46.93,2567.48,42.58,180.01
2025-06-24,AD002,MBA Admission,Facebook,21–35 Age,251296,15390,3332,1741,721,235593.68,5070650.21,Pan India,6.12,21.65,52.25,41.41,2052.29,70.71,326.76
2025-06-25,AD002,MBA Admission,Facebook,21–35 Age,58479,3449,525,332,138,36555.38,944561.57,Pan India,5.9,15.22,63.24,41.57,2483.92,69.63,264.89
2025-06-26,AD002,MBA Admission,Facebook,21–35 Age,89905,4837,875,550,241,51333.26,1062504.38,Pan India,5.38,18.09,62.86,43.82,1969.82,58.67,213.0
2025-06-27,AD002,MBA Admission,Facebook,21–35 Age,92090,5092,879,474,260,84474.07,1445950.1,Pan India,5.53,17.26,53.92,54.85,1611.71,96.1,324.9
2025-06-28,AD002,MBA Admission,Facebook,21–35 Age,118966,6945,1680,1063,602,86687.2,1924916.2,North India,5.84,24.19,63.27,56.63,2120.53,51.6,144.0
2025-06-29,AD002,MBA Admission,Facebook,21–35 Age,54787,2701,414,256,108,23226.4,639599.7,Pan India,4.93,15.33,61.84,42.19,2653.76,56.1,215.06
2025-06-30,AD002,MBA Admission,Facebook,21–35 Age,81314,3799,757,427,191,47760.64,1085518.31,East India,4.67,19.93,56.41,44.73,2172.83,63.09,250.06
2025-07-01,AD002,MBA Admission,Facebook,21–35 Age,92036,5655,1370,718,314,63223.93,1366952.36,Pan India,6.14,24.23,52.41,43.73,2062.08,46.15,201.35
2025-07-02,AD002,MBA Admission,Facebook,21–35 Age,269403,18663,4144,2502,1360,150891.95,8181786.32,South India,6.93,22.2,60.38,54.36,5322.28,36.41,110.95
2025-07-03,AD002,MBA Admission,Facebook,21–35 Age,56759,4315,975,572,279,47812.04,1401844.34,Pan India,7.6,22.6,58.67,48.78,2831.99,49.04,171.37
2025-07-04,AD002,MBA Admission,Facebook,21–35 Age,294725,14169,3083,1956,783,267573.94,2450851.61,East India,4.81,21.76,63.44,40.03,815.95,86.79,341.73
2025-07-05,AD002,MBA Admission,Facebook,21–35 Age,284349,9408,1926,1228,734,145135.47,3166144.83,Pan India,3.31,20.47,63.76,59.77,2081.51,75.36,197.73
2025-07-06,AD002,MBA Admission,Facebook,21–35 Age,215773,11011,2592,1638,787,114990.31,3955862.49,East India,5.1,23.54,63.19,48.05,3340.17,44.36,146.11
2025-07-07,AD002,MBA Admission,Facebook,21–35 Age,265814,18135,3413,1802,979,178983.87,4945617.34,Pan India,6.82,18.82,52.8,54.33,2663.16,52.44,182.82
2025-07-08,AD002,MBA Admission,Facebook,21–35 Age,254425,11942,2510,1384,700,163582.32,5486851.24,North India,4.69,21.02,55.14,50.58,3254.18,65.17,233.69
2025-07-09,AD002,MBA Admission,Facebook,21–35 Age,259369,9336,2252,1107,588,154589.95,3499060.17,South India,3.6,24.12,49.16,53.12,2163.45,68.65,262.91
2025-07-10,AD002,MBA Admission,Facebook,21–35 Age,221044,13069,2745,1298,558,160690.05,3236187.64,North India,5.91,21.0,47.29,42.99,1913.93,58.54,287.97
2025-07-11,AD002,MBA Admission,Facebook,21–35 Age,94706,5747,890,494,278,65416.27,2144560.42,Pan India,6.07,15.49,55.51,56.28,3178.33,73.5,235.31
2025-07-12,AD002,MBA Admission,Facebook,21–35 Age,176503,10957,1846,985,397,145083.42,1468396.6,East India,6.21,16.85,53.36,40.3,912.11,78.59,365.45
2025-07-13,AD002,MBA Admission,Facebook,21–35 Age,237358,14516,2484,1272,548,133175.25,4227791.02,South India,6.12,17.11,51.21,43.08,3074.61,53.61,243.02
2025-07-14,AD002,MBA Admission,Facebook,21–35 Age,50848,3877,825,405,190,43221.5,1323600.99,West India,7.62,21.28,49.09,46.91,2962.37,52.39,227.48
2025-07-15,AD002,MBA Admission,Facebook,21–35 Age,96272,7109,1160,673,373,61170.4,1645196.91,Pan India,7.38,16.32,58.02,55.42,2589.53,52.73,164.0
2025-07-16,AD002,MBA Admission,Facebook,21–35 Age,163136,7760,1293,616,309,81536.18,1996807.57,South India,4.76,16.66,47.64,50.16,2348.98,63.06,263.87
2025-07-17,AD002,MBA Admission,Facebook,21–35 Age,224881,13220,2919,1678,726,209811.4,4054985.75,South India,5.88,22.08,57.49,43.27,1832.68,71.88,289.0
2025-07-18,AD002,MBA Admission,Facebook,21–35 Age,107896,6609,1436,892,459,104215.29,2367563.22,East India,6.13,21.73,62.12,51.46,2171.8,72.57,227.05
2025-07-19,AD002,MBA Admission,Facebook,21–35 Age,100529,3042,580,326,173,52428.0,1269806.24,East India,3.03,19.07,56.21,53.07,2322.0,90.39,303.05
2025-07-20,AD002,MBA Admission,Facebook,21–35 Age,59847,4601,734,338,157,24579.52,524652.69,North India,7.69,15.95,46.05,46.45,2034.51,33.49,156.56
2025-07-21,AD002,MBA Admission,Facebook,21–35 Age,183044,9780,2113,1094,518,149648.03,2135225.13,East India,5.34,21.61,51.77,47.35,1326.83,70.82,288.9
2025-07-22,AD002,MBA Admission,Facebook,21–35 Age,295519,20154,3461,1995,1138,221471.19,8555769.92,North India,6.82,17.17,57.64,57.04,3763.15,63.99,194.61
2025-07-23,AD002,MBA Admission,Facebook,21–35 Age,102281,7277,1524,814,398,41674.82,2247547.73,North India,7.11,20.94,53.41,48.89,5293.06,27.35,104.71
2025-07-24,AD002,MBA Admission,Facebook,21–35 Age,69228,2248,378,231,127,47888.71,980730.14,North India,3.25,16.81,61.11,54.98,1947.94,126.69,377.08
2025-07-25,AD002,MBA Admission,Facebook,21–35 Age,195078,11378,2824,1362,720,101190.07,4473021.84,North India,5.83,24.82,48.23,52.86,4320.42,35.83,140.54
2025-07-26,AD002,MBA Admission,Facebook,21–35 Age,98148,6924,1556,839,415,82010.11,2689713.42,East India,7.05,22.47,53.92,49.46,3179.73,52.71,197.61
2025-07-27,AD002,MBA Admission,Facebook,21–35 Age,288669,16685,2685,1692,697,197363.38,2266273.4,West India,5.78,16.09,63.02,41.19,1048.27,73.51,283.16
2025-07-28,AD002,MBA Admission,Facebook,21–35 Age,228940,7307,1297,812,445,100965.24,1835902.46,South India,3.19,17.75,62.61,54.8,1718.35,77.85,226.89
2025-07-29,AD002,MBA Admission,Facebook,21–35 Age,103373,6280,1324,665,319,91234.94,1337659.86,Pan India,6.08,21.08,50.23,47.97,1366.17,68.91,286.0
2025-07-30,AD002,MBA Admission,Facebook,21–35 Age,183663,7335,1401,843,357,159534.43,2405412.18,Pan India,3.99,19.1,60.17,42.35,1407.77,113.87,446.88
2025-07-31,AD002,MBA Admission,Facebook,21–35 Age,125289,5916,1354,610,295,81381.38,2009705.99,North India,4.72,22.89,45.05,48.36,2369.49,60.1,275.87
2025-08-01,AD002,MBA Admission,Facebook,21–35 Age,82289,2865,627,344,153,72603.02,791070.5,Pan India,3.48,21.88,54.86,44.48,989.58,115.79,474.53
2025-08-02,AD002,MBA Admission,Facebook,21–35 Age,122204,4702,1151,571,334,64654.83,1107200.51,South India,3.85,24.48,49.61,58.49,1612.48,56.17,193.58
2025-08-03,AD002,MBA Admission,Facebook,21–35 Age,282568,20991,3160,1720,1027,254928.95,4693041.45,North India,7.43,15.05,54.43,59.71,1740.92,80.67,248.23
2025-08-04,AD002,MBA Admission,Facebook,21–35 Age,276741,8329,2013,1048,550,241422.3,3218248.07,West India,3.01,24.17,52.06,52.48,1233.04,119.93,438.95
2025-08-05,AD002,MBA Admission,Facebook,21–35 Age,276190,8837,1345,850,400,258734.91,1603909.43,West India,3.2,15.22,63.2,47.06,519.9,192.37,646.84
2025-08-06,AD002,MBA Admission,Facebook,21–35 Age,157823,7462,1653,1051,551,152142.2,2267468.26,West India,4.73,22.15,63.58,52.43,1390.36,92.04,276.12
2025-08-07,AD002,MBA Admission,Facebook,21–35 Age,168164,12919,3045,1753,778,141390.11,3060297.73,West India,7.68,23.57,57.57,44.38,2064.44,46.43,181.74
2025-08-08,AD002,MBA Admission,Facebook,21–35 Age,196818,10477,1940,1106,531,148549.07,4182575.02,South India,5.32,18.52,57.01,48.01,2715.62,76.57,279.75
2025-08-09,AD002,MBA Admission,Facebook,21–35 Age,87549,4272,877,466,259,55978.68,1264912.83,North India,4.88,20.53,53.14,55.58,2159.63,63.83,216.13
2025-08-10,AD002,MBA Admission,Facebook,21–35 Age,209975,7033,1633,987,489,104015.44,3787589.47,West India,3.35,23.22,60.44,49.54,3541.37,63.7,212.71
2025-08-11,AD002,MBA Admission,Facebook,21–35 Age,248579,16137,3772,2122,1032,155529.26,3706021.15,North India,6.49,23.37,56.26,48.63,2282.84,41.23,150.71
2025-08-12,AD002,MBA Admission,Facebook,21–35 Age,105929,6513,1176,544,290,45471.22,1842642.34,North India,6.15,18.06,46.26,53.31,3952.33,38.67,156.8
2025-08-13,AD002,MBA Admission,Facebook,21–35 Age,285906,22490,5143,2920,1595,142184.53,5142498.68,North India,7.87,22.87,56.78,54.62,3516.78,27.65,89.14
2025-08-14,AD002,MBA Admission,Facebook,21–35 Age,114829,6699,1279,675,334,87179.3,2116901.47,West India,5.83,19.09,52.78,49.48,2328.22,68.16,261.02
2025-08-15,AD002,MBA Admission,Facebook,21–35 Age,139439,8820,2115,1244,610,68482.23,2965372.21,East India,6.33,23.98,58.82,49.04,4230.13,32.38,112.27
2025-08-16,AD002,MBA Admission,Facebook,21–35 Age,156143,12051,2488,1574,776,67878.95,6203499.93,North India,7.72,20.65,63.26,49.3,9039.06,27.28,87.47
2025-08-17,AD002,MBA Admission,Facebook,21–35 Age,240812,8480,1398,794,351,97560.76,2504594.84,East India,3.52,16.49,56.8,44.21,2467.22,69.79,277.95
2025-08-18,AD002,MBA Admission,Facebook,21–35 Age,138243,8910,1845,909,537,101458.77,3422258.08,South India,6.45,20.71,49.27,59.08,3273.05,54.99,188.94
2025-08-19,AD002,MBA Admission,Facebook,21–35 Age,218087,9347,2279,1102,475,204860.79,2934887.01,East India,4.29,24.38,48.35,43.1,1332.63,89.89,431.29
2025-08-20,AD002,MBA Admission,Facebook,21–35 Age,120567,7874,1738,882,513,85980.89,2514070.68,East India,6.53,22.07,50.75,58.16,2823.99,49.47,167.6
2025-08-21,AD002,MBA Admission,Facebook,21–35 Age,60672,4419,871,435,245,51458.58,887743.91,North India,7.28,19.71,49.94,56.32,1625.16,59.08,210.04
2025-08-22,AD002,MBA Admission,Facebook,21–35 Age,100402,5050,816,428,214,59444.37,833256.71,South India,5.03,16.16,52.45,50.0,1301.74,72.85,277.78
2025-08-23,AD002,MBA Admission,Facebook,21–35 Age,182510,10026,2101,1067,537,125713.35,3892044.05,East India,5.49,20.96,50.79,50.33,2995.97,59.84,234.1
2025-08-24,AD002,MBA Admission,Facebook,21–35 Age,91784,5762,1342,834,453,53692.75,2444731.5,East India,6.28,23.29,62.15,54.32,4453.19,40.01,118.53
2025-08-25,AD002,MBA Admission,Facebook,21–35 Age,277958,10817,2519,1222,546,258352.11,3167583.01,West India,3.89,23.29,48.51,44.68,1126.07,102.56,473.17
2025-08-26,AD002,MBA Admission,Facebook,21–35 Age,192183,10955,1911,982,531,99989.22,2721879.68,South India,5.7,17.44,51.39,54.07,2622.17,52.32,188.3
2025-08-27,AD002,MBA Admission,Facebook,21–35 Age,263391,15760,2389,1303,686,138918.72,3426291.48,West India,5.98,15.16,54.54,52.65,2366.4,58.15,202.51
2025-08-28,AD002,MBA Admission,Facebook,21–35 Age,272021,16255,3053,1496,719,201326.36,2668478.92,Pan India,5.98,18.78,49.0,48.06,1225.45,65.94,280.01
2025-08-29,AD002,MBA Admission,Facebook,21–35 Age,156442,5047,1081,616,364,81569.7,1780402.59,North India,3.23,21.42,56.98,59.09,2082.68,75.46,224.09
2025-08-30,AD002,MBA Admission,Facebook,21–35 Age,247071,14991,3641,1717,746,196671.42,5676011.44,North India,6.07,24.29,47.16,43.45,2786.04,54.02,263.63
2025-08-31,AD002,MBA Admission,Facebook,21–35 Age,250143,13827,2421,1432,812,246806.14,4206184.57,East India,5.53,17.51,59.15,56.7,1604.25,101.94,303.95
2025-09-01,AD002,MBA Admission,Facebook,21–35 Age,107058,3243,768,451,183,93964.07,1201913.08,South India,3.03,23.68,58.72,40.58,1179.12,122.35,513.46
2025-09-02,AD002,MBA Admission,Facebook,21–35 Age,70747,4626,1107,534,275,61069.08,943623.62,South India,6.54,23.93,48.24,51.5,1445.17,55.17,222.07
2025-09-03,AD002,MBA Admission,Facebook,21–35 Age,239227,14680,3320,1838,874,144170.21,6122970.76,Pan India,6.14,22.62,55.36,47.55,4147.04,43.42,164.95
2025-09-04,AD002,MBA Admission,Facebook,21–35 Age,205200,14587,2970,1688,853,110816.95,5569954.66,East India,7.11,20.36,56.84,50.53,4926.27,37.31,129.91
2025-09-05,AD002,MBA Admission,Facebook,21–35 Age,281976,15138,3583,1682,882,184334.8,5829281.55,South India,5.37,23.67,46.94,52.44,3062.33,51.45,209.0
2025-09-06,AD002,MBA Admission,Facebook,21–35 Age,137599,10631,2329,1429,624,116671.7,1995280.37,Pan India,7.73,21.91,61.36,43.67,1610.17,50.1,186.97
2025-09-07,AD002,MBA Admission,Facebook,21–35 Age,197813,9162,1467,664,331,126646.91,2242704.03,North India,4.63,16.01,45.26,49.85,1670.83,86.33,382.62
2025-09-08,AD002,MBA Admission,Facebook,21–35 Age,183517,8806,1894,1152,607,156011.44,3701255.37,West India,4.8,21.51,60.82,52.69,2272.43,82.37,257.02
2025-09-09,AD002,MBA Admission,Facebook,21–35 Age,92749,6844,1354,704,396,68351.57,1710346.58,East India,7.38,19.78,51.99,56.25,2402.28,50.48,172.6
2025-09-10,AD002,MBA Admission,Facebook,21–35 Age,242936,9558,1983,1172,687,221405.22,3264776.12,South India,3.93,20.75,59.1,58.62,1374.57,111.65,322.28
2025-09-11,AD002,MBA Admission,Facebook,21–35 Age,99617,3517,638,340,165,43282.33,505160.33,East India,3.53,18.14,53.29,48.53,1067.13,67.84,262.32
2025-09-12,AD002,MBA Admission,Facebook,21–35 Age,76637,3191,733,446,203,74481.25,656000.98,Pan India,4.16,22.97,60.85,45.52,780.76,101.61,366.9
2025-09-13,AD002,MBA Admission,Facebook,21–35 Age,166151,7773,1561,853,511,164748.2,4031732.04,East India,4.68,20.08,54.64,59.91,2347.21,105.54,322.4
2025-09-14,AD002,MBA Admission,Facebook,21–35 Age,107335,5840,883,548,311,91579.99,1951223.87,West India,5.44,15.12,62.06,56.75,2030.62,103.71,294.47
2025-09-15,AD002,MBA Admission,Facebook,21–35 Age,132078,9148,2250,1070,580,89794.27,2201670.15,South India,6.93,24.6,47.56,54.21,2351.9,39.91,154.82
2025-09-16,AD002,MBA Admission,Facebook,21–35 Age,101493,6771,1085,554,279,77121.89,992341.27,West India,6.67,16.02,51.06,50.36,1186.72,71.08,276.42
2025-09-17,AD002,MBA Admission,Facebook,21–35 Age,111983,6950,1441,658,268,90692.09,1466996.16,North India,6.21,20.73,45.66,40.73,1517.56,62.94,338.4
2025-09-18,AD002,MBA Admission,Facebook,21–35 Age,215192,7975,1358,818,362,93531.85,2116994.93,North India,3.71,17.03,60.24,44.25,2163.39,68.87,258.38
2025-09-19,AD002,MBA Admission,Facebook,21–35 Age,261009,19792,4855,2851,1191,193741.4,8258758.73,Pan India,7.58,24.53,58.72,41.77,4162.77,39.91,162.67
2025-09-20,AD002,MBA Admission,Facebook,21–35 Age,197776,11695,1855,1099,619,120118.79,3111027.07,Pan India,5.91,15.86,59.25,56.32,2489.96,64.75,194.05
2025-09-21,AD002,MBA Admission,Facebook,21–35 Age,272006,16516,2535,1364,637,121243.02,4131056.57,Pan India,6.07,15.35,53.81,46.7,3307.25,47.83,190.33
2025-09-22,AD002,MBA Admission,Facebook,21–35 Age,130283,4990,834,405,218,106682.68,987967.58,Pan India,3.83,16.71,48.56,53.83,826.08,127.92,489.37
2025-09-23,AD002,MBA Admission,Facebook,21–35 Age,135555,6016,1132,528,291,61223.53,2126629.76,North India,4.44,18.82,46.64,55.11,3373.55,54.08,210.39
2025-09-24,AD002,MBA Admission,Facebook,21–35 Age,170800,9993,1997,1153,565,123954.87,3933314.72,North India,5.85,19.98,57.74,49.0,3073.18,62.07,219.39
2025-09-25,AD002,MBA Admission,Facebook,21–35 Age,216281,12275,2743,1436,761,153644.3,4620519.83,Pan India,5.68,22.35,52.35,52.99,2907.28,56.01,201.9
2025-09-26,AD002,MBA Admission,Facebook,21–35 Age,288814,15144,3229,1667,717,184629.3,5541722.66,East India,5.24,21.32,51.63,43.01,2901.54,57.18,257.5
2025-09-27,AD002,MBA Admission,Facebook,21–35 Age,63287,2103,392,234,105,40525.23,774682.1,West India,3.32,18.64,59.69,44.87,1811.6,103.38,385.95
2025-09-28,AD002,MBA Admission,Facebook,21–35 Age,84362,5530,851,502,294,70942.7,1046903.01,South India,6.56,15.39,58.99,58.57,1375.7,83.36,241.3
2025-09-29,AD002,MBA Admission,Facebook,21–35 Age,183268,7046,1579,810,481,179224.85,2698270.88,East India,3.84,22.41,51.3,59.38,1405.52,113.51,372.61
2025-09-30,AD002,MBA Admission,Facebook,21–35 Age,262678,8632,1659,1014,452,114033.33,3043417.73,South India,3.29,19.22,61.12,44.58,2568.88,68.74,252.29
2025-10-01,AD002,MBA Admission,Facebook,21–35 Age,96963,4818,1033,523,239,77182.98,921080.74,West India,4.97,21.44,50.63,45.7,1093.37,74.72,322.94
2025-10-02,AD002,MBA Admission,Facebook,21–35 Age,238932,17897,3400,1696,835,154238.89,3986006.43,South India,7.49,19.0,49.88,49.23,2484.31,45.36,184.72
2025-10-03,AD002,MBA Admission,Facebook,21–35 Age,86613,4270,804,520,293,81879.25,2002746.27,South India,4.93,18.83,64.68,56.35,2345.98,101.84,279.45
2025-10-04,AD002,MBA Admission,Facebook,21–35 Age,133105,6571,1269,758,414,125866.36,2149460.89,East India,4.94,19.31,59.73,54.62,1607.73,99.19,304.03
2025-10-05,AD002,MBA Admission,Facebook,21–35 Age,277734,16825,4065,1971,1056,248427.75,5043350.97,North India,6.06,24.16,48.49,53.58,1930.11,61.11,235.25
2025-10-06,AD002,MBA Admission,Facebook,21–35 Age,116985,8242,1752,845,384,92101.9,2994088.87,West India,7.05,21.26,48.23,45.44,3150.84,52.57,239.85
2025-10-07,AD002,MBA Admission,Facebook,21–35 Age,229002,17513,3683,2365,1189,161077.87,9344118.66,East India,7.65,21.03,64.21,50.27,5700.99,43.74,135.47
2025-10-08,AD002,MBA Admission,Facebook,21–35 Age,190424,10827,2153,1389,633,105225.0,3490888.31,Pan India,5.69,19.89,64.51,45.57,3217.55,48.87,166.23
2025-10-09,AD002,MBA Admission,Facebook,21–35 Age,110972,4268,982,454,200,97229.71,1191628.0,East India,3.85,23.01,46.23,44.05,1125.58,99.01,486.15
2025-10-10,AD002,MBA Admission,Facebook,21–35 Age,90691,6497,1168,594,242,54234.25,815080.48,Pan India,7.16,17.98,50.86,40.74,1402.89,46.43,224.11
2025-10-11,AD002,MBA Admission,Facebook,21–35 Age,58157,3232,534,257,110,53956.0,475326.81,East India,5.56,16.52,48.13,42.8,780.95,101.04,490.51
2025-10-12,AD002,MBA Admission,Facebook,21–35 Age,135976,10257,1702,1092,457,95285.12,1968745.07,Pan India,7.54,16.59,64.16,41.85,1966.16,55.98,208.5
2025-10-13,AD002,MBA Admission,Facebook,21–35 Age,75257,2399,411,199,112,34218.43,450838.11,East India,3.19,17.13,48.42,56.28,1217.53,83.26,305.52
2025-10-14,AD002,MBA Admission,Facebook,21–35 Age,198364,13118,1984,1175,480,91490.04,2452250.17,West India,6.61,15.12,59.22,40.85,2580.35,46.11,190.6
2025-10-15,AD002,MBA Admission,Facebook,21–35 Age,295919,17609,3372,1885,798,153865.02,5620586.36,West India,5.95,19.15,55.9,42.33,3552.93,45.63,192.81
2025-10-16,AD002,MBA Admission,Facebook,21–35 Age,219192,9561,2253,1253,681,111858.16,2520660.98,East India,4.36,23.56,55.61,54.35,2153.44,49.65,164.26
2025-10-17,AD002,MBA Admission,Facebook,21–35 Age,274932,19134,4243,2579,1097,235450.39,5481451.67,North India,6.96,22.18,60.78,42.54,2228.07,55.49,214.63
2025-10-18,AD002,MBA Admission,Facebook,21–35 Age,73891,5322,940,560,325,30551.39,1890046.69,East India,7.2,17.66,59.57,58.04,6086.45,32.5,94.0
2025-10-19,AD002,MBA Admission,Facebook,21–35 Age,78968,2541,471,249,121,54841.39,399316.55,North India,3.22,18.54,52.87,48.59,628.13,116.44,453.23
2025-10-20,AD002,MBA Admission,Facebook,21–35 Age,260789,14483,2729,1300,685,217576.56,2824586.55,West India,5.55,18.84,47.64,52.69,1198.2,79.73,317.63
2025-10-21,AD002,MBA Admission,Facebook,21–35 Age,134380,6252,1300,685,354,132525.26,2665107.49,South India,4.65,20.79,52.69,51.68,1911.02,101.94,374.37
2025-10-22,AD002,MBA Admission,Facebook,21–35 Age,287916,10349,1738,838,398,115613.02,1867784.24,Pan India,3.59,16.79,48.22,47.49,1515.55,66.52,290.48
2025-10-23,AD002,MBA Admission,Facebook,21–35 Age,216575,12444,2477,1587,674,147196.81,4576963.63,East India,5.75,19.91,64.07,42.47,3009.42,59.43,218.39
2025-10-24,AD002,MBA Admission,Facebook,21–35 Age,71172,4222,908,490,236,46274.85,1760206.67,North India,5.93,21.51,53.96,48.16,3703.81,50.96,196.08
2025-10-25,AD002,MBA Admission,Facebook,21–35 Age,198682,8609,1832,1094,574,80603.11,1777848.23,South India,4.33,21.28,59.72,52.47,2105.68,44.0,140.42
2025-10-26,AD002,MBA Admission,Facebook,21–35 Age,87021,6502,1617,998,494,46482.66,2244803.69,Pan India,7.47,24.87,61.72,49.5,4729.34,28.75,94.09
2025-10-27,AD002,MBA Admission,Facebook,21–35 Age,277676,18342,3757,2032,1017,242232.32,5399981.27,South India,6.61,20.48,54.09,50.05,2129.26,64.47,238.18
2025-10-28,AD002,MBA Admission,Facebook,21–35 Age,132019,9429,2004,1029,542,129503.53,3403497.0,West India,7.14,21.25,51.35,52.67,2528.11,64.62,238.94
2025-10-29,AD002,MBA Admission,Facebook,21–35 Age,89527,5616,865,507,215,79011.86,1224216.24,West India,6.27,15.4,58.61,42.41,1449.41,91.34,367.5
2025-10-30,AD002,MBA Admission,Facebook,21–35 Age,232419,17670,3031,1638,975,200506.15,7007981.3,East India,7.6,17.15,54.04,59.52,3395.15,66.15,205.65
2025-10-31,AD002,MBA Admission,Facebook,21–35 Age,267804,19472,4863,2431,1100,251059.32,6675311.68,Pan India,7.27,24.97,49.99,45.25,2558.86,51.63,228.24
